12,43281,4,3123,1,0,0,1,1,1,0,0.013128402,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4946,0,4946,4946,4946,36,4946,4946,4946,4946,4946,4946,4946,4946,173,4946,4946,4946,4946,4946,4946,4946,4946,4946,175,4946,4946,4946,160,4946,4946,4946,4946,4946,4946,158,4946,4946,4946,4946,4946,4946,4946,0
12,43282,4,3122,1,0,0,1,1,1,0,0.013132607,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,0,4947,4947,4947,37,4947,4947,4947,4947,4947,4947,4947,4947,174,4947,4947,4947,4947,4947,4947,4947,4947,4947,175,4947,4947,4947,161,4947,4947,4947,4947,4947,4947,159,4947,4947,4947,4947,4947,4947,4947,0
12,43283,4,3122,1,0,0,1,1,1,0,0.01537476,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948,0,4948,4948,4948,38,4948,4948,4948,4948,4948,4948,4948,4948,175,4948,4948,4948,4948,4948,4948,4948,4948,4948,177,4948,4948,4948,162,4948,4948,4948,4948,4948,4948,160,4948,4948,4948,4948,4948,4948,4948,0
12,43288,4,3123,5,0,0,1,1,1,0,0.985590778,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4954,0,4954,4954,4954,44,4954,4954,4954,4954,4954,4954,4954,4954,181,4954,4954,4954,4954,4954,4954,4954,4954,4954,182,4954,4954,4954,168,4954,4954,4954,4954,4954,4954,166,4954,4954,4954,4954,4954,4954,4954,0
12,43293,4,3122,5,0,0,1,1,1,0,0.984304933,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4958,0,4958,4958,4958,48,4958,4958,4958,4958,4958,4958,4958,4958,185,4958,4958,4958,4958,4958,4958,4958,4958,4958,187,4958,4958,4958,173,4958,4958,4958,4958,4958,4958,170,4958,4958,4958,4958,4958,4958,4958,0
12,43309,4,3134,16,0,0,1,1,1,0,0.979578813,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974,0,4974,4974,4974,64,4974,4974,4974,4974,4974,4974,4974,4974,201,4974,4974,4974,4974,4974,4974,4974,4974,4974,203,4974,4974,4974,189,4974,4974,4974,4974,4974,4974,186,4974,4974,4974,4974,4974,4974,4974,0
12,43312,4,3136,3,0,0,1,1,1,0,0.980548469,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4977,0,4977,4977,4977,67,4977,4977,4977,4977,4977,4977,4977,4977,204,4977,4977,4977,4977,4977,4977,4977,4977,4977,205,4977,4977,4977,191,4977,4977,4977,4977,4977,4977,189,4977,4977,4977,4977,4977,4977,4977,0
12,43312,4,3131,0,0,0,1,1,1,0,0.98115618,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4978,0,4978,4978,4978,67,4978,4978,4978,4978,4978,4978,4978,4978,204,4978,4978,4978,4978,4978,4978,4978,4978,4978,206,4978,4978,4978,192,4978,4978,4978,4978,4978,4978,189,4978,4978,4978,4978,4978,4978,4978,0
12,43313,4,3131,1,0,0,1,1,1,0,0.98115618,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4979,0,4979,4979,4979,69,4979,4979,4979,4979,4979,4979,4979,4979,206,4979,4979,4979,4979,4979,4979,4979,4979,4979,207,4979,4979,4979,193,4979,4979,4979,4979,4979,4979,191,4979,4979,4979,4979,4979,4979,4979,0
12,43315,4,3130,2,0,0,1,1,1,0,0.980830671,0,0,0,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980,0,4980,4980,4980,70,4980,4980,4980,4980,4980,4980,4980,4980,207,4980,4980,4980,4980,4980,4980,4980,4980,4980,209,4980,4980,4980,195,4980,4980,4980,4980,4980,4980,192,4980,4980,4980,4980,4980,4980,4980,0
